"","year","spp","metal","corrected_conc","source"
"759",1899,"BRBO","Molybdenum",0.0651489494553197,"cambell"
"760",1900,"BRBO","Molybdenum",0.0653675700910758,"cambell"
"761",1901,"BRBO","Molybdenum",0.0658181488865801,"cambell"
"762",1902,"BRBO","Molybdenum",0.066037542716202,"cambell"
"763",1903,"BRBO","Molybdenum",0.066256936545824,"cambell"
"764",1904,"BRBO","Molybdenum",0.0664763303754459,"cambell"
"765",1905,"BRBO","Molybdenum",0.0666957242050678,"cambell"
"766",1906,"BRBO","Molybdenum",0.0671526566629142,"cambell"
"767",1907,"BRBO","Molybdenum",0.0673728293077106,"cambell"
"768",1908,"BRBO","Molybdenum",0.0675930019525071,"cambell"
"769",1909,"BRBO","Molybdenum",0.0678131745973035,"cambell"
"770",1910,"BRBO","Molybdenum",0.0682757637107948,"cambell"
"771",1911,"BRBO","Molybdenum",0.0684967208749074,"cambell"
"772",1912,"BRBO","Molybdenum",0.06871767803902,"cambell"
"773",1913,"BRBO","Molybdenum",0.0691852112375759,"cambell"
"774",1914,"BRBO","Molybdenum",0.0694069587094912,"cambell"
"775",1915,"BRBO","Molybdenum",0.0696287061814065,"cambell"
"776",1916,"BRBO","Molybdenum",0.0698504536533218,"cambell"
"777",1917,"BRBO","Molybdenum",0.0703237946939204,"cambell"
"778",1918,"BRBO","Molybdenum",0.0705463383480151,"cambell"
"779",1919,"BRBO","Molybdenum",0.0707688820021097,"cambell"
"780",1920,"BRBO","Molybdenum",0.0712473102661507,"cambell"
"781",1921,"BRBO","Molybdenum",0.071470656066358,"cambell"
"782",1922,"BRBO","Molybdenum",0.0716940018665654,"cambell"
"783",1923,"BRBO","Molybdenum",0.0719173476667728,"cambell"
"784",1924,"BRBO","Molybdenum",0.0724017451956536,"cambell"
"785",1925,"BRBO","Molybdenum",0.0726258992055472,"cambell"
"786",1926,"BRBO","Molybdenum",0.0728500532154409,"cambell"
"787",1927,"BRBO","Molybdenum",0.0730742072253346,"cambell"
"788",1928,"BRBO","Molybdenum",0.0735646625062364,"cambell"
"789",1929,"BRBO","Molybdenum",0.0737896308931057,"cambell"
"790",1930,"BRBO","Molybdenum",0.0740145992799749,"cambell"
"791",1931,"BRBO","Molybdenum",0.0742395676668441,"cambell"
"792",1932,"BRBO","Molybdenum",0.0747361712190021,"cambell"
"793",1933,"BRBO","Molybdenum",0.0749619602559175,"cambell"
"794",1934,"BRBO","Molybdenum",0.0751877492928329,"cambell"
"795",1935,"BRBO","Molybdenum",0.0754135383297483,"cambell"
"796",1936,"BRBO","Molybdenum",0.0759163827559806,"cambell"
"797",1937,"BRBO","Molybdenum",0.0761429988239089,"cambell"
"798",1938,"BRBO","Molybdenum",0.0763696148918372,"cambell"
"799",1939,"BRBO","Molybdenum",0.0765962309597655,"cambell"
"800",1940,"BRBO","Molybdenum",0.0771054109995255,"cambell"
"801",1941,"BRBO","Molybdenum",0.0773328605894946,"cambell"
"802",1942,"BRBO","Molybdenum",0.0775603101794637,"cambell"
"803",1943,"BRBO","Molybdenum",0.0777877597694328,"cambell"
"804",1944,"BRBO","Molybdenum",0.0783033723534419,"cambell"
"805",1945,"BRBO","Molybdenum",0.078531662068758,"cambell"
"806",1946,"BRBO","Molybdenum",0.0787599517840742,"cambell"
"807",1947,"BRBO","Molybdenum",0.0792812492473831,"cambell"
"808",1948,"BRBO","Molybdenum",0.0795103858059015,"cambell"
"809",1949,"BRBO","Molybdenum",0.07973952236442,"cambell"
"810",1950,"BRBO","Molybdenum",0.078853527671482,"cambell"
"811",1951,"BRBO","Molybdenum",0.0782580111229783,"cambell"
"812",1952,"BRBO","Molybdenum",0.0773687155420353,"cambell"
"813",1953,"BRBO","Molybdenum",0.0764794199610924,"cambell"
"814",1954,"BRBO","Molybdenum",0.0755901243801494,"cambell"
"815",1955,"BRBO","Molybdenum",0.0747008287992065,"cambell"
"816",1956,"BRBO","Molybdenum",0.0738115332182636,"cambell"
"817",1957,"BRBO","Molybdenum",0.072651564820916,"cambell"
"818",1958,"BRBO","Molybdenum",0.071765570127978,"cambell"
"819",1959,"BRBO","Molybdenum",0.07087957543504,"cambell"
"820",1960,"BRBO","Molybdenum",0.069993580742102,"cambell"
"821",1961,"BRBO","Molybdenum",0.069107586049164,"cambell"
"822",1962,"BRBO","Molybdenum",0.068221591356226,"cambell"
"823",1963,"BRBO","Molybdenum",0.067335596663288,"cambell"
"824",1964,"BRBO","Molybdenum",0.06644960197035,"cambell"
"825",1965,"BRBO","Molybdenum",0.0660698899590909,"cambell"
"826",1966,"BRBO","Molybdenum",0.0656901779478317,"cambell"
"827",1967,"BRBO","Molybdenum",0.0653104659365726,"cambell"
"828",1968,"BRBO","Molybdenum",0.0649307539253134,"cambell"
"829",1969,"BRBO","Molybdenum",0.0645510419140543,"cambell"
"830",1970,"BRBO","Molybdenum",0.0641713299027951,"cambell"
"831",1971,"BRBO","Molybdenum",0.063791617891536,"cambell"
"832",1972,"BRBO","Molybdenum",0.0631775480729228,"cambell"
"833",1973,"BRBO","Molybdenum",0.0627992394018275,"cambell"
"834",1974,"BRBO","Molybdenum",0.0624209307307321,"cambell"
"835",1975,"BRBO","Molybdenum",0.0620426220596368,"cambell"
"836",1976,"BRBO","Molybdenum",0.0614373835305111,"cambell"
"837",1977,"BRBO","Molybdenum",0.0610604670671337,"cambell"
"838",1978,"BRBO","Molybdenum",0.0606835506037564,"cambell"
"839",1979,"BRBO","Molybdenum",0.060306634140379,"cambell"
"840",1980,"BRBO","Molybdenum",0.0597100965267082,"cambell"
"841",1981,"BRBO","Molybdenum",0.059334561328427,"cambell"
"842",1982,"BRBO","Molybdenum",0.0589590261301458,"cambell"
"843",1983,"BRBO","Molybdenum",0.0585834909318646,"cambell"
"844",1984,"BRBO","Molybdenum",0.0582079557335834,"cambell"
"845",1985,"BRBO","Molybdenum",0.0576213622208137,"cambell"
"846",1986,"BRBO","Molybdenum",0.0572471975310682,"cambell"
"847",1987,"BRBO","Molybdenum",0.0568730328413226,"cambell"
"848",1988,"BRBO","Molybdenum",0.0564988681515771,"cambell"
"849",1989,"BRBO","Molybdenum",0.0561247034618315,"cambell"
"850",1990,"BRBO","Molybdenum",0.0559547445438963,"cambell"
"851",1991,"BRBO","Molybdenum",0.0555792093456152,"cambell"
"852",1992,"BRBO","Molybdenum",0.055203674147334,"cambell"
"853",1993,"BRBO","Molybdenum",0.0550298036530958,"cambell"
"854",1994,"BRBO","Molybdenum",0.0546528871897185,"cambell"
"855",1995,"BRBO","Molybdenum",0.0542759707263411,"cambell"
"856",1996,"BRBO","Molybdenum",0.0538990542629637,"cambell"
"857",1997,"BRBO","Molybdenum",0.0535221377995864,"cambell"
"858",1998,"BRBO","Molybdenum",0.0533415226244438,"cambell"
"859",1999,"BRBO","Molybdenum",0.0529632139533485,"cambell"
"860",2000,"BRBO","Molybdenum",0.0582595353486833,"cambell"
"861",2001,"BRBO","Molybdenum",0.063791617891536,"cambell"
"862",2002,"BRBO","Molybdenum",0.069107586049164,"cambell"
"863",2003,"BRBO","Molybdenum",0.074423554206792,"cambell"
"864",2004,"BRBO","Molybdenum",0.0800366022848641,"cambell"
"865",2005,"BRBO","Molybdenum",0.0853723757705217,"cambell"
